Dealer_Up,Drawn_Cards,Num_of_Hits,Did_YOU_Win
9 of Diamonds,"['9 of Diamonds', '2 of Spades', '7 of Diamonds', '5 of Hearts', 'Ace of Spades', '9 of Spades', '7 of Spades', 'Jack of Clubs', 'Queen of Diamonds', '3 of Diamonds', '9 of Hearts', '7 of Hearts', '2 of Clubs', 'King of Hearts', 'Ace of Hearts']",0,False
9 of Diamonds,"['9 of Diamonds', '2 of Spades', '7 of Diamonds', '5 of Hearts', 'Ace of Spades', '9 of Spades', '7 of Spades', 'Jack of Clubs', 'Queen of Diamonds', '3 of Diamonds', '9 of Hearts', '7 of Hearts', '2 of Clubs', 'King of Hearts', 'Ace of Hearts']",8,False
9 of Diamonds,"['9 of Diamonds', '2 of Spades', '7 of Diamonds', '5 of Hearts', 'Ace of Spades', '9 of Spades', '7 of Spades', 'Jack of Clubs', 'Queen of Diamonds', '3 of Diamonds', '9 of Hearts', '7 of Hearts', '2 of Clubs', 'King of Hearts', 'Ace of Hearts']",0,False
5 of Hearts,"['5 of Hearts', '7 of Hearts', 'Jack of Diamonds', '4 of Spades', '10 of Hearts', '2 of Hearts', 'Jack of Hearts', '6 of Diamonds', '2 of Clubs', '8 of Clubs', '9 of Clubs']",36,True
5 of Hearts,"['5 of Hearts', '7 of Hearts', 'Jack of Diamonds', '4 of Spades', '10 of Hearts', '2 of Hearts', 'Jack of Hearts', '6 of Diamonds', '2 of Clubs', '8 of Clubs', '9 of Clubs']",19,True
5 of Hearts,"['5 of Hearts', '7 of Hearts', 'Jack of Diamonds', '4 of Spades', '10 of Hearts', '2 of Hearts', 'Jack of Hearts', '6 of Diamonds', '2 of Clubs', '8 of Clubs', '9 of Clubs']",0,True
5 of Hearts,"['5 of Hearts', '7 of Hearts', 'Jack of Diamonds', '4 of Spades', '10 of Hearts', '2 of Hearts', 'Jack of Hearts', '6 of Diamonds', '2 of Clubs', '8 of Clubs', '9 of Clubs']",9,True
5 of Hearts,"['5 of Hearts', '7 of Hearts', 'Jack of Diamonds', '4 of Spades', '10 of Hearts', '2 of Hearts', 'Jack of Hearts', '6 of Diamonds', '2 of Clubs', '8 of Clubs', '9 of Clubs', '3 of Diamonds']",0,True
Queen of Hearts,"['Queen of Hearts', '8 of Diamonds', '10 of Spades', 'King of Clubs', 'Jack of Diamonds', '5 of Diamonds', '10 of Clubs', '2 of Hearts', '8 of Hearts', 'Jack of Clubs', '9 of Clubs']",36,False
Queen of Hearts,"['Queen of Hearts', '8 of Diamonds', '10 of Spades', 'King of Clubs', 'Jack of Diamonds', '5 of Diamonds', '10 of Clubs', '2 of Hearts', '8 of Hearts', 'Jack of Clubs', '9 of Clubs']",19,False
Queen of Hearts,"['Queen of Hearts', '8 of Diamonds', '10 of Spades', 'King of Clubs', 'Jack of Diamonds', '5 of Diamonds', '10 of Clubs', '2 of Hearts', '8 of Hearts', 'Jack of Clubs', '9 of Clubs']",0,False
Queen of Hearts,"['Queen of Hearts', '8 of Diamonds', '10 of Spades', 'King of Clubs', 'Jack of Diamonds', '5 of Diamonds', '10 of Clubs', '2 of Hearts', '8 of Hearts', 'Jack of Clubs', '9 of Clubs']",9,False
Queen of Hearts,"['Queen of Hearts', '8 of Diamonds', '10 of Spades', 'King of Clubs', 'Jack of Diamonds', '5 of Diamonds', '10 of Clubs', '2 of Hearts', '8 of Hearts', 'Jack of Clubs', '9 of Clubs']",0,False
Queen of Spades,"['Queen of Spades', '9 of Spades', '8 of Diamonds', '8 of Spades', 'King of Clubs', '10 of Spades', '6 of Diamonds', '4 of Diamonds', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs']",36,False
Queen of Spades,"['Queen of Spades', '9 of Spades', '8 of Diamonds', '8 of Spades', 'King of Clubs', '10 of Spades', '6 of Diamonds', '4 of Diamonds', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs']",19,False
Queen of Spades,"['Queen of Spades', '9 of Spades', '8 of Diamonds', '8 of Spades', 'King of Clubs', '10 of Spades', '6 of Diamonds', '4 of Diamonds', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs']",0,False
Queen of Spades,"['Queen of Spades', '9 of Spades', '8 of Diamonds', '8 of Spades', 'King of Clubs', '10 of Spades', '6 of Diamonds', '4 of Diamonds', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs']",10,False
Queen of Spades,"['Queen of Spades', '9 of Spades', '8 of Diamonds', '8 of Spades', 'King of Clubs', '10 of Spades', '6 of Diamonds', '4 of Diamonds', '9 of Diamonds', '5 of Diamonds', 'Ace of Clubs', 'Jack of Hearts']",0,False
3 of Spades,"['3 of Spades', '6 of Spades', '6 of Clubs', '10 of Spades', 'King of Clubs', '8 of Spades', 'Jack of Spades', 'Queen of Spades', '3 of Diamonds', '10 of Diamonds', 'King of Hearts']",41,False
3 of Spades,"['3 of Spades', '6 of Spades', '6 of Clubs', '10 of Spades', 'King of Clubs', '8 of Spades', 'Jack of Spades', 'Queen of Spades', '3 of Diamonds', '10 of Diamonds', 'King of Hearts', '4 of Spades', '6 of Hearts', 'Queen of Hearts', '2 of Hearts', '10 of Hearts']",19,True
3 of Spades,"['3 of Spades', '6 of Spades', '6 of Clubs', '10 of Spades', 'King of Clubs', '8 of Spades', 'Jack of Spades', 'Queen of Spades', '3 of Diamonds', '10 of Diamonds', 'King of Hearts', '4 of Spades', '6 of Hearts', 'Queen of Hearts', '2 of Hearts', '10 of Hearts']",0,True
3 of Spades,"['3 of Spades', '6 of Spades', '6 of Clubs', '10 of Spades', 'King of Clubs', '8 of Spades', 'Jack of Spades', 'Queen of Spades', '3 of Diamonds', '10 of Diamonds', 'King of Hearts', '4 of Spades', '6 of Hearts', 'Queen of Hearts', '2 of Hearts', '10 of Hearts']",10,True
3 of Spades,"['3 of Spades', '6 of Spades', '6 of Clubs', '10 of Spades', 'King of Clubs', '8 of Spades', 'Jack of Spades', 'Queen of Spades', '3 of Diamonds', '10 of Diamonds', 'King of Hearts', '4 of Spades', '6 of Hearts', 'Queen of Hearts', '2 of Hearts', '10 of Hearts']",0,True
2 of Spades,"['2 of Spades', '5 of Hearts', '9 of Hearts', 'Queen of Hearts', '6 of Spades', 'Ace of Diamonds', 'Ace of Clubs', '3 of Clubs', '6 of Diamonds', '10 of Hearts', '7 of Spades']",42,False
2 of Spades,"['2 of Spades', '5 of Hearts', '9 of Hearts', 'Queen of Hearts', '6 of Spades', 'Ace of Diamonds', 'Ace of Clubs', '3 of Clubs', '6 of Diamonds', '10 of Hearts', '7 of Spades', 'Queen of Clubs']",19,True
2 of Spades,"['2 of Spades', '5 of Hearts', '9 of Hearts', 'Queen of Hearts', '6 of Spades', 'Ace of Diamonds', 'Ace of Clubs', '3 of Clubs', '6 of Diamonds', '10 of Hearts', '7 of Spades', 'Queen of Clubs']",0,True
2 of Spades,"['2 of Spades', '5 of Hearts', '9 of Hearts', 'Queen of Hearts', '6 of Spades', 'Ace of Diamonds', 'Ace of Clubs', '3 of Clubs', '6 of Diamonds', '10 of Hearts', '7 of Spades', 'Queen of Clubs']",11,True
2 of Spades,"['2 of Spades', '5 of Hearts', '9 of Hearts', 'Queen of Hearts', '6 of Spades', 'Ace of Diamonds', 'Ace of Clubs', '3 of Clubs', '6 of Diamonds', '10 of Hearts', '7 of Spades', 'Queen of Clubs', '8 of Hearts']",0,True
Jack of Diamonds,"['Jack of Diamonds', '3 of Spades', '8 of Hearts', '7 of Hearts', '2 of Diamonds', '7 of Spades', 'Ace of Diamonds', '8 of Diamonds', '8 of Spades', '9 of Spades', '5 of Diamonds']",43,False
Jack of Diamonds,"['Jack of Diamonds', '3 of Spades', '8 of Hearts', '7 of Hearts', '2 of Diamonds', '7 of Spades', 'Ace of Diamonds', '8 of Diamonds', '8 of Spades', '9 of Spades', '5 of Diamonds', '6 of Diamonds']",20,False
Jack of Diamonds,"['Jack of Diamonds', '3 of Spades', '8 of Hearts', '7 of Hearts', '2 of Diamonds', '7 of Spades', 'Ace of Diamonds', '8 of Diamonds', '8 of Spades', '9 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Spades']",0,False
Jack of Diamonds,"['Jack of Diamonds', '3 of Spades', '8 of Hearts', '7 of Hearts', '2 of Diamonds', '7 of Spades', 'Ace of Diamonds', '8 of Diamonds', '8 of Spades', '9 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Spades']",12,False
Jack of Diamonds,"['Jack of Diamonds', '3 of Spades', '8 of Hearts', '7 of Hearts', '2 of Diamonds', '7 of Spades', 'Ace of Diamonds', '8 of Diamonds', '8 of Spades', '9 of Spades', '5 of Diamonds', '6 of Diamonds', 'Queen of Spades', '8 of Clubs']",0,False
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', 'Jack of Diamonds', '8 of Diamonds', '3 of Hearts', '6 of Hearts', '4 of Clubs', '2 of Spades', 'Ace of Diamonds', '4 of Spades', '4 of Diamonds']",43,False
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', 'Jack of Diamonds', '8 of Diamonds', '3 of Hearts', '6 of Hearts', '4 of Clubs', '2 of Spades', 'Ace of Diamonds', '4 of Spades', '4 of Diamonds']",23,False
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', 'Jack of Diamonds', '8 of Diamonds', '3 of Hearts', '6 of Hearts', '4 of Clubs', '2 of Spades', 'Ace of Diamonds', '4 of Spades', '4 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Hearts']",0,False
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', 'Jack of Diamonds', '8 of Diamonds', '3 of Hearts', '6 of Hearts', '4 of Clubs', '2 of Spades', 'Ace of Diamonds', '4 of Spades', '4 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Hearts']",13,False
Jack of Clubs,"['Jack of Clubs', '7 of Clubs', 'Jack of Diamonds', '8 of Diamonds', '3 of Hearts', '6 of Hearts', '4 of Clubs', '2 of Spades', 'Ace of Diamonds', '4 of Spades', '4 of Diamonds', '2 of Diamonds', 'Ace of Clubs', '10 of Hearts', '2 of Clubs']",0,False
8 of Spades,"['8 of Spades', '5 of Diamonds', '8 of Clubs', '5 of Clubs', '10 of Spades', 'Jack of Hearts', 'Queen of Hearts', 'Ace of Diamonds', 'Jack of Spades', '9 of Clubs', '6 of Diamonds']",45,True
8 of Spades,"['8 of Spades', '5 of Diamonds', '8 of Clubs', '5 of Clubs', '10 of Spades', 'Jack of Hearts', 'Queen of Hearts', 'Ace of Diamonds', 'Jack of Spades', '9 of Clubs', '6 of Diamonds', '2 of Diamonds', '6 of Clubs']",24,True
8 of Spades,"['8 of Spades', '5 of Diamonds', '8 of Clubs', '5 of Clubs', '10 of Spades', 'Jack of Hearts', 'Queen of Hearts', 'Ace of Diamonds', 'Jack of Spades', '9 of Clubs', '6 of Diamonds', '2 of Diamonds', '6 of Clubs', '4 of Clubs']",0,True
8 of Spades,"['8 of Spades', '5 of Diamonds', '8 of Clubs', '5 of Clubs', '10 of Spades', 'Jack of Hearts', 'Queen of Hearts', 'Ace of Diamonds', 'Jack of Spades', '9 of Clubs', '6 of Diamonds', '2 of Diamonds', '6 of Clubs', '4 of Clubs']",14,False
8 of Spades,"['8 of Spades', '5 of Diamonds', '8 of Clubs', '5 of Clubs', '10 of Spades', 'Jack of Hearts', 'Queen of Hearts', 'Ace of Diamonds', 'Jack of Spades', '9 of Clubs', '6 of Diamonds', '2 of Diamonds', '6 of Clubs', '4 of Clubs', '4 of Spades']",0,False
9 of Spades,"['9 of Spades', '10 of Hearts', '8 of Hearts', 'Jack of Diamonds', '4 of Hearts', 'Ace of Hearts', '2 of Hearts', '6 of Clubs', '8 of Spades', 'King of Hearts', 'Ace of Clubs']",45,False
9 of Spades,"['9 of Spades', '10 of Hearts', '8 of Hearts', 'Jack of Diamonds', '4 of Hearts', 'Ace of Hearts', '2 of Hearts', '6 of Clubs', '8 of Spades', 'King of Hearts', 'Ace of Clubs']",25,False
9 of Spades,"['9 of Spades', '10 of Hearts', '8 of Hearts', 'Jack of Diamonds', '4 of Hearts', 'Ace of Hearts', '2 of Hearts', '6 of Clubs', '8 of Spades', 'King of Hearts', 'Ace of Clubs', '10 of Spades']",0,False
9 of Spades,"['9 of Spades', '10 of Hearts', '8 of Hearts', 'Jack of Diamonds', '4 of Hearts', 'Ace of Hearts', '2 of Hearts', '6 of Clubs', '8 of Spades', 'King of Hearts', 'Ace of Clubs', '10 of Spades']",14,False
9 of Spades,"['9 of Spades', '10 of Hearts', '8 of Hearts', 'Jack of Diamonds', '4 of Hearts', 'Ace of Hearts', '2 of Hearts', '6 of Clubs', '8 of Spades', 'King of Hearts', 'Ace of Clubs', '10 of Spades']",0,False
Ace of Clubs,"['Ace of Clubs', 'Ace of Spades', 'Queen of Diamonds', '3 of Diamonds', '8 of Hearts', 'Queen of Clubs', '7 of Spades', '4 of Diamonds', '9 of Clubs', '2 of Diamonds', '8 of Clubs']",46,True
Ace of Clubs,"['Ace of Clubs', 'Ace of Spades', 'Queen of Diamonds', '3 of Diamonds', '8 of Hearts', 'Queen of Clubs', '7 of Spades', '4 of Diamonds', '9 of Clubs', '2 of Diamonds', '8 of Clubs', '7 of Diamonds']",26,True
Ace of Clubs,"['Ace of Clubs', 'Ace of Spades', 'Queen of Diamonds', '3 of Diamonds', '8 of Hearts', 'Queen of Clubs', '7 of Spades', '4 of Diamonds', '9 of Clubs', '2 of Diamonds', '8 of Clubs', '7 of Diamonds', '10 of Spades']",0,False
Ace of Clubs,"['Ace of Clubs', 'Ace of Spades', 'Queen of Diamonds', '3 of Diamonds', '8 of Hearts', 'Queen of Clubs', '7 of Spades', '4 of Diamonds', '9 of Clubs', '2 of Diamonds', '8 of Clubs', '7 of Diamonds', '10 of Spades']",15,False
Ace of Clubs,"['Ace of Clubs', 'Ace of Spades', 'Queen of Diamonds', '3 of Diamonds', '8 of Hearts', 'Queen of Clubs', '7 of Spades', '4 of Diamonds', '9 of Clubs', '2 of Diamonds', '8 of Clubs', '7 of Diamonds', '10 of Spades', 'Ace of Hearts']",0,False
7 of Spades,"['7 of Spades', 'Ace of Spades', '9 of Hearts', 'Ace of Hearts', 'King of Clubs', '10 of Clubs', '2 of Clubs', '9 of Clubs', 'Queen of Diamonds', '8 of Hearts', '4 of Diamonds']",47,True
7 of Spades,"['7 of Spades', 'Ace of Spades', '9 of Hearts', 'Ace of Hearts', 'King of Clubs', '10 of Clubs', '2 of Clubs', '9 of Clubs', 'Queen of Diamonds', '8 of Hearts', '4 of Diamonds', 'Jack of Clubs']",27,True
7 of Spades,"['7 of Spades', 'Ace of Spades', '9 of Hearts', 'Ace of Hearts', 'King of Clubs', '10 of Clubs', '2 of Clubs', '9 of Clubs', 'Queen of Diamonds', '8 of Hearts', '4 of Diamonds', 'Jack of Clubs', '6 of Spades']",0,True
7 of Spades,"['7 of Spades', 'Ace of Spades', '9 of Hearts', 'Ace of Hearts', 'King of Clubs', '10 of Clubs', '2 of Clubs', '9 of Clubs', 'Queen of Diamonds', '8 of Hearts', '4 of Diamonds', 'Jack of Clubs', '6 of Spades']",15,True
7 of Spades,"['7 of Spades', 'Ace of Spades', '9 of Hearts', 'Ace of Hearts', 'King of Clubs', '10 of Clubs', '2 of Clubs', '9 of Clubs', 'Queen of Diamonds', '8 of Hearts', '4 of Diamonds', 'Jack of Clubs', '6 of Spades']",0,True
Jack of Spades,"['Jack of Spades', '7 of Hearts', 'King of Hearts', 'Ace of Diamonds', '7 of Diamonds', 'Jack of Diamonds', '10 of Hearts', 'King of Diamonds', '6 of Clubs', '5 of Spades', 'Ace of Hearts']",47,False
Jack of Spades,"['Jack of Spades', '7 of Hearts', 'King of Hearts', 'Ace of Diamonds', '7 of Diamonds', 'Jack of Diamonds', '10 of Hearts', 'King of Diamonds', '6 of Clubs', '5 of Spades', 'Ace of Hearts']",29,False
Jack of Spades,"['Jack of Spades', '7 of Hearts', 'King of Hearts', 'Ace of Diamonds', '7 of Diamonds', 'Jack of Diamonds', '10 of Hearts', 'King of Diamonds', '6 of Clubs', '5 of Spades', 'Ace of Hearts', '3 of Clubs', '9 of Clubs']",0,False
Jack of Spades,"['Jack of Spades', '7 of Hearts', 'King of Hearts', 'Ace of Diamonds', '7 of Diamonds', 'Jack of Diamonds', '10 of Hearts', 'King of Diamonds', '6 of Clubs', '5 of Spades', 'Ace of Hearts', '3 of Clubs', '9 of Clubs']",16,False
Jack of Spades,"['Jack of Spades', '7 of Hearts', 'King of Hearts', 'Ace of Diamonds', '7 of Diamonds', 'Jack of Diamonds', '10 of Hearts', 'King of Diamonds', '6 of Clubs', '5 of Spades', 'Ace of Hearts', '3 of Clubs', '9 of Clubs', '9 of Hearts']",0,False
Ace of Clubs,"['Ace of Clubs', '4 of Hearts', 'Jack of Clubs', 'King of Diamonds', '7 of Diamonds', 'Queen of Diamonds', '8 of Diamonds', '9 of Hearts', 'Ace of Hearts', '2 of Spades', '5 of Clubs']",48,True
Ace of Clubs,"['Ace of Clubs', '4 of Hearts', 'Jack of Clubs', 'King of Diamonds', '7 of Diamonds', 'Queen of Diamonds', '8 of Diamonds', '9 of Hearts', 'Ace of Hearts', '2 of Spades', '5 of Clubs', '7 of Spades']",29,True
Ace of Clubs,"['Ace of Clubs', '4 of Hearts', 'Jack of Clubs', 'King of Diamonds', '7 of Diamonds', 'Queen of Diamonds', '8 of Diamonds', '9 of Hearts', 'Ace of Hearts', '2 of Spades', '5 of Clubs', '7 of Spades']",0,True
Ace of Clubs,"['Ace of Clubs', '4 of Hearts', 'Jack of Clubs', 'King of Diamonds', '7 of Diamonds', 'Queen of Diamonds', '8 of Diamonds', '9 of Hearts', 'Ace of Hearts', '2 of Spades', '5 of Clubs', '7 of Spades']",17,True
Ace of Clubs,"['Ace of Clubs', '4 of Hearts', 'Jack of Clubs', 'King of Diamonds', '7 of Diamonds', 'Queen of Diamonds', '8 of Diamonds', '9 of Hearts', 'Ace of Hearts', '2 of Spades', '5 of Clubs', '7 of Spades', 'Jack of Spades']",0,True
5 of Diamonds,"['5 of Diamonds', '2 of Clubs', '3 of Spades', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', '6 of Hearts', 'Jack of Hearts', '6 of Spades', '5 of Spades', 'Queen of Hearts']",50,False
5 of Diamonds,"['5 of Diamonds', '2 of Clubs', '3 of Spades', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', '6 of Hearts', 'Jack of Hearts', '6 of Spades', '5 of Spades', 'Queen of Hearts', 'Queen of Diamonds', '4 of Diamonds']",29,False
5 of Diamonds,"['5 of Diamonds', '2 of Clubs', '3 of Spades', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', '6 of Hearts', 'Jack of Hearts', '6 of Spades', '5 of Spades', 'Queen of Hearts', 'Queen of Diamonds', '4 of Diamonds']",0,False
5 of Diamonds,"['5 of Diamonds', '2 of Clubs', '3 of Spades', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', '6 of Hearts', 'Jack of Hearts', '6 of Spades', '5 of Spades', 'Queen of Hearts', 'Queen of Diamonds', '4 of Diamonds']",18,False
5 of Diamonds,"['5 of Diamonds', '2 of Clubs', '3 of Spades', '10 of Diamonds', '9 of Diamonds', '9 of Clubs', '6 of Hearts', 'Jack of Hearts', '6 of Spades', '5 of Spades', 'Queen of Hearts', 'Queen of Diamonds', '4 of Diamonds', '3 of Clubs']",0,False
9 of Hearts,"['9 of Hearts', '10 of Clubs', '5 of Hearts', 'Queen of Spades', '9 of Diamonds', 'Jack of Clubs', '4 of Spades', '7 of Diamonds', '2 of Diamonds', '2 of Clubs', '8 of Hearts']",51,False
9 of Hearts,"['9 of Hearts', '10 of Clubs', '5 of Hearts', 'Queen of Spades', '9 of Diamonds', 'Jack of Clubs', '4 of Spades', '7 of Diamonds', '2 of Diamonds', '2 of Clubs', '8 of Hearts', '8 of Spades']",29,False
9 of Hearts,"['9 of Hearts', '10 of Clubs', '5 of Hearts', 'Queen of Spades', '9 of Diamonds', 'Jack of Clubs', '4 of Spades', '7 of Diamonds', '2 of Diamonds', '2 of Clubs', '8 of Hearts', '8 of Spades']",0,False
9 of Hearts,"['9 of Hearts', '10 of Clubs', '5 of Hearts', 'Queen of Spades', '9 of Diamonds', 'Jack of Clubs', '4 of Spades', '7 of Diamonds', '2 of Diamonds', '2 of Clubs', '8 of Hearts', '8 of Spades']",18,False
9 of Hearts,"['9 of Hearts', '10 of Clubs', '5 of Hearts', 'Queen of Spades', '9 of Diamonds', 'Jack of Clubs', '4 of Spades', '7 of Diamonds', '2 of Diamonds', '2 of Clubs', '8 of Hearts', '8 of Spades']",0,False
King of Clubs,"['King of Clubs', '3 of Hearts', '8 of Spades', '9 of Spades', '2 of Diamonds', '3 of Diamonds', '10 of Clubs', '6 of Diamonds', '9 of Clubs', 'Queen of Spades', '8 of Hearts']",52,True
King of Clubs,"['King of Clubs', '3 of Hearts', '8 of Spades', '9 of Spades', '2 of Diamonds', '3 of Diamonds', '10 of Clubs', '6 of Diamonds', '9 of Clubs', 'Queen of Spades', '8 of Hearts', '9 of Hearts']",31,True
King of Clubs,"['King of Clubs', '3 of Hearts', '8 of Spades', '9 of Spades', '2 of Diamonds', '3 of Diamonds', '10 of Clubs', '6 of Diamonds', '9 of Clubs', 'Queen of Spades', '8 of Hearts', '9 of Hearts', '2 of Spades', '7 of Clubs']",0,True
King of Clubs,"['King of Clubs', '3 of Hearts', '8 of Spades', '9 of Spades', '2 of Diamonds', '3 of Diamonds', '10 of Clubs', '6 of Diamonds', '9 of Clubs', 'Queen of Spades', '8 of Hearts', '9 of Hearts', '2 of Spades', '7 of Clubs']",20,True
King of Clubs,"['King of Clubs', '3 of Hearts', '8 of Spades', '9 of Spades', '2 of Diamonds', '3 of Diamonds', '10 of Clubs', '6 of Diamonds', '9 of Clubs', 'Queen of Spades', '8 of Hearts', '9 of Hearts', '2 of Spades', '7 of Clubs', 'Ace of Spades', '5 of Diamonds']",0,True
8 of Diamonds,"['8 of Diamonds', '2 of Diamonds', '4 of Diamonds', 'Ace of Hearts', '9 of Clubs', '10 of Clubs', '3 of Hearts', '7 of Hearts', 'Ace of Spades', '3 of Diamonds', 'Ace of Diamonds']",54,False
8 of Diamonds,"['8 of Diamonds', '2 of Diamonds', '4 of Diamonds', 'Ace of Hearts', '9 of Clubs', '10 of Clubs', '3 of Hearts', '7 of Hearts', 'Ace of Spades', '3 of Diamonds', 'Ace of Diamonds', 'Queen of Clubs', 'King of Diamonds']",32,True
8 of Diamonds,"['8 of Diamonds', '2 of Diamonds', '4 of Diamonds', 'Ace of Hearts', '9 of Clubs', '10 of Clubs', '3 of Hearts', '7 of Hearts', 'Ace of Spades', '3 of Diamonds', 'Ace of Diamonds', 'Queen of Clubs', 'King of Diamonds', 'Jack of Spades']",0,False
8 of Diamonds,"['8 of Diamonds', '2 of Diamonds', '4 of Diamonds', 'Ace of Hearts', '9 of Clubs', '10 of Clubs', '3 of Hearts', '7 of Hearts', 'Ace of Spades', '3 of Diamonds', 'Ace of Diamonds', 'Queen of Clubs', 'King of Diamonds', 'Jack of Spades']",20,False
8 of Diamonds,"['8 of Diamonds', '2 of Diamonds', '4 of Diamonds', 'Ace of Hearts', '9 of Clubs', '10 of Clubs', '3 of Hearts', '7 of Hearts', 'Ace of Spades', '3 of Diamonds', 'Ace of Diamonds', 'Queen of Clubs', 'King of Diamonds', 'Jack of Spades']",0,False
5 of Spades,"['5 of Spades', '3 of Diamonds', '9 of Clubs', 'Jack of Hearts', '4 of Clubs', '4 of Spades', 'Ace of Clubs', '7 of Hearts', '6 of Spades', 'Jack of Spades', '8 of Hearts']",56,True
5 of Spades,"['5 of Spades', '3 of Diamonds', '9 of Clubs', 'Jack of Hearts', '4 of Clubs', '4 of Spades', 'Ace of Clubs', '7 of Hearts', '6 of Spades', 'Jack of Spades', '8 of Hearts', '2 of Clubs', '5 of Diamonds']",32,False
5 of Spades,"['5 of Spades', '3 of Diamonds', '9 of Clubs', 'Jack of Hearts', '4 of Clubs', '4 of Spades', 'Ace of Clubs', '7 of Hearts', '6 of Spades', 'Jack of Spades', '8 of Hearts', '2 of Clubs', '5 of Diamonds']",0,False
5 of Spades,"['5 of Spades', '3 of Diamonds', '9 of Clubs', 'Jack of Hearts', '4 of Clubs', '4 of Spades', 'Ace of Clubs', '7 of Hearts', '6 of Spades', 'Jack of Spades', '8 of Hearts', '2 of Clubs', '5 of Diamonds']",20,False
5 of Spades,"['5 of Spades', '3 of Diamonds', '9 of Clubs', 'Jack of Hearts', '4 of Clubs', '4 of Spades', 'Ace of Clubs', '7 of Hearts', '6 of Spades', 'Jack of Spades', '8 of Hearts', '2 of Clubs', '5 of Diamonds']",0,True
3 of Hearts,"['3 of Hearts', 'Ace of Diamonds', '8 of Diamonds', '10 of Hearts', '6 of Hearts', 'Jack of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Diamonds', '8 of Hearts', '3 of Spades']",57,True
3 of Hearts,"['3 of Hearts', 'Ace of Diamonds', '8 of Diamonds', '10 of Hearts', '6 of Hearts', 'Jack of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Diamonds', '8 of Hearts', '3 of Spades', 'King of Diamonds']",32,True
3 of Hearts,"['3 of Hearts', 'Ace of Diamonds', '8 of Diamonds', '10 of Hearts', '6 of Hearts', 'Jack of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Diamonds', '8 of Hearts', '3 of Spades', 'King of Diamonds']",0,True
3 of Hearts,"['3 of Hearts', 'Ace of Diamonds', '8 of Diamonds', '10 of Hearts', '6 of Hearts', 'Jack of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Diamonds', '8 of Hearts', '3 of Spades', 'King of Diamonds']",20,True
3 of Hearts,"['3 of Hearts', 'Ace of Diamonds', '8 of Diamonds', '10 of Hearts', '6 of Hearts', 'Jack of Clubs', '5 of Diamonds', '4 of Hearts', '10 of Diamonds', '8 of Hearts', '3 of Spades', 'King of Diamonds']",0,True
10 of Hearts,"['10 of Hearts', '10 of Clubs', '2 of Hearts', 'Queen of Diamonds', '7 of Clubs', '5 of Spades', '3 of Clubs', 'Queen of Hearts', '10 of Spades', '2 of Diamonds', 'King of Spades']",58,True
10 of Hearts,"['10 of Hearts', '10 of Clubs', '2 of Hearts', 'Queen of Diamonds', '7 of Clubs', '5 of Spades', '3 of Clubs', 'Queen of Hearts', '10 of Spades', '2 of Diamonds', 'King of Spades', '8 of Clubs']",32,True
10 of Hearts,"['10 of Hearts', '10 of Clubs', '2 of Hearts', 'Queen of Diamonds', '7 of Clubs', '5 of Spades', '3 of Clubs', 'Queen of Hearts', '10 of Spades', '2 of Diamonds', 'King of Spades', '8 of Clubs']",0,True
10 of Hearts,"['10 of Hearts', '10 of Clubs', '2 of Hearts', 'Queen of Diamonds', '7 of Clubs', '5 of Spades', '3 of Clubs', 'Queen of Hearts', '10 of Spades', '2 of Diamonds', 'King of Spades', '8 of Clubs']",20,True
10 of Hearts,"['10 of Hearts', '10 of Clubs', '2 of Hearts', 'Queen of Diamonds', '7 of Clubs', '5 of Spades', '3 of Clubs', 'Queen of Hearts', '10 of Spades', '2 of Diamonds', 'King of Spades', '8 of Clubs']",0,True
7 of Spades,"['7 of Spades', '9 of Hearts', '5 of Hearts', '3 of Clubs', '6 of Hearts', '10 of Spades', '3 of Diamonds', '4 of Hearts', '6 of Clubs', '6 of Spades', 'Queen of Diamonds']",59,False
7 of Spades,"['7 of Spades', '9 of Hearts', '5 of Hearts', '3 of Clubs', '6 of Hearts', '10 of Spades', '3 of Diamonds', '4 of Hearts', '6 of Clubs', '6 of Spades', 'Queen of Diamonds', '10 of Hearts']",34,True
